wtB,B,shift_t,R,wA,cA,required_f,Kres,status
5,1189,0,15,2,1,2,1,PASS
5,2378,1,16,2,1,2,1,PASS
5,4756,2,17,2,1,2,1,PASS
5,9512,3,18,2,1,2,1,PASS
6,1191,0,15,1,0,2,2,PASS
6,2382,1,16,1,0,2,2,PASS
6,4764,2,17,1,0,2,2,PASS
6,9528,3,18,1,0,2,2,PASS
5,1193,0,15,2,1,2,1,PASS
5,2386,1,16,2,1,2,1,PASS
5,4772,2,17,2,1,2,1,PASS
5,9544,3,18,2,1,2,1,PASS
6,1195,0,15,1,0,2,2,PASS
6,2390,1,16,1,0,2,2,PASS
6,4780,2,17,1,0,2,2,PASS
6,9560,3,18,1,0,2,2,PASS
6,1197,0,15,1,0,2,2,PASS
6,2394,1,16,1,0,2,2,PASS
6,4788,2,17,1,0,2,2,PASS
6,9576,3,18,1,0,2,2,PASS
5,1201,0,15,2,1,2,1,PASS
5,2402,1,16,2,1,2,1,PASS
5,4804,2,17,2,1,2,1,PASS
5,9608,3,18,2,1,2,1,PASS
6,1203,0,15,1,0,2,2,PASS
6,2406,1,16,1,0,2,2,PASS
6,4812,2,17,1,0,2,2,PASS
6,9624,3,18,1,0,2,2,PASS
6,1205,0,15,1,0,2,2,PASS
6,2410,1,16,1,0,2,2,PASS
6,4820,2,17,1,0,2,2,PASS
6,9640,3,18,1,0,2,2,PASS
6,1209,0,15,1,0,2,2,PASS
6,2418,1,16,1,0,2,2,PASS
6,4836,2,17,1,0,2,2,PASS
6,9672,3,18,1,0,2,2,PASS
5,1221,0,15,2,1,2,1,PASS
5,2442,1,16,2,1,2,1,PASS
5,4884,2,17,2,1,2,1,PASS
5,9768,3,18,2,1,2,1,PASS
6,1223,0,15,1,0,2,2,PASS
6,2446,1,16,1,0,2,2,PASS
6,4892,2,17,1,0,2,2,PASS
6,9784,3,18,1,0,2,2,PASS
5,1225,0,15,2,1,2,1,PASS
5,2450,1,16,2,1,2,1,PASS
5,4900,2,17,2,1,2,1,PASS
5,9800,3,18,2,1,2,1,PASS
6,1227,0,15,1,0,2,2,PASS
6,2454,1,16,1,0,2,2,PASS
6,4908,2,17,1,0,2,2,PASS
6,9816,3,18,1,0,2,2,PASS
6,1229,0,15,1,0,2,2,PASS
6,2458,1,16,1,0,2,2,PASS
6,4916,2,17,1,0,2,2,PASS
6,9832,3,18,1,0,2,2,PASS
5,1233,0,15,2,1,2,1,PASS
5,2466,1,16,2,1,2,1,PASS
5,4932,2,17,2,1,2,1,PASS
5,9864,3,18,2,1,2,1,PASS
6,1235,0,15,1,0,2,2,PASS
6,2470,1,16,1,0,2,2,PASS
6,4940,2,17,1,0,2,2,PASS
6,9880,3,18,1,0,2,2,PASS
6,1237,0,15,1,0,2,2,PASS
6,2474,1,16,1,0,2,2,PASS
6,4948,2,17,1,0,2,2,PASS
6,9896,3,18,1,0,2,2,PASS
6,1241,0,15,1,0,2,2,PASS
6,2482,1,16,1,0,2,2,PASS
6,4964,2,17,1,0,2,2,PASS
6,9928,3,18,1,0,2,2,PASS
6,1251,0,15,1,0,2,2,PASS
6,2502,1,16,1,0,2,2,PASS
6,5004,2,17,1,0,2,2,PASS
6,10008,3,18,1,0,2,2,PASS
6,1253,0,15,1,0,2,2,PASS
6,2506,1,16,1,0,2,2,PASS
6,5012,2,17,1,0,2,2,PASS
6,10024,3,18,1,0,2,2,PASS
6,1257,0,15,1,0,2,2,PASS
6,2514,1,16,1,0,2,2,PASS
6,5028,2,17,1,0,2,2,PASS
6,10056,3,18,1,0,2,2,PASS
6,1265,0,15,1,0,2,2,PASS
6,2530,1,16,1,0,2,2,PASS
6,5060,2,17,1,0,2,2,PASS
6,10120,3,18,1,0,2,2,PASS
4,1297,0,15,3,2,2,0,PASS
4,2594,1,16,3,2,2,0,PASS
4,5188,2,17,3,2,2,0,PASS
4,10376,3,18,3,2,2,0,PASS
5,1299,0,15,2,1,2,1,PASS
5,2598,1,16,2,1,2,1,PASS
5,5196,2,17,2,1,2,1,PASS
5,10392,3,18,2,1,2,1,PASS
5,1301,0,15,2,1,2,1,PASS
5,2602,1,16,2,1,2,1,PASS
5,5204,2,17,2,1,2,1,PASS
5,10408,3,18,2,1,2,1,PASS
6,1303,0,15,1,0,2,2,PASS
6,2606,1,16,1,0,2,2,PASS
6,5212,2,17,1,0,2,2,PASS
6,10424,3,18,1,0,2,2,PASS
5,1305,0,15,2,1,2,1,PASS
5,2610,1,16,2,1,2,1,PASS
5,5220,2,17,2,1,2,1,PASS
5,10440,3,18,2,1,2,1,PASS
6,1307,0,15,1,0,2,2,PASS
6,2614,1,16,1,0,2,2,PASS
6,5228,2,17,1,0,2,2,PASS
6,10456,3,18,1,0,2,2,PASS
6,1309,0,15,1,0,2,2,PASS
6,2618,1,16,1,0,2,2,PASS
6,5236,2,17,1,0,2,2,PASS
6,10472,3,18,1,0,2,2,PASS
5,1315,0,15,2,1,2,1,PASS
5,2630,1,16,2,1,2,1,PASS
5,5260,2,17,2,1,2,1,PASS
5,10520,3,18,2,1,2,1,PASS
5,1317,0,15,2,1,2,1,PASS
5,2634,1,16,2,1,2,1,PASS
5,5268,2,17,2,1,2,1,PASS
5,10536,3,18,2,1,2,1,PASS
6,1319,0,15,1,0,2,2,PASS
6,2638,1,16,1,0,2,2,PASS
6,5276,2,17,1,0,2,2,PASS
6,10552,3,18,1,0,2,2,PASS
5,1321,0,15,2,1,2,1,PASS
5,2642,1,16,2,1,2,1,PASS
5,5284,2,17,2,1,2,1,PASS
5,10568,3,18,2,1,2,1,PASS
6,1323,0,15,1,0,2,2,PASS
6,2646,1,16,1,0,2,2,PASS
6,5292,2,17,1,0,2,2,PASS
6,10584,3,18,1,0,2,2,PASS
6,1325,0,15,1,0,2,2,PASS
6,2650,1,16,1,0,2,2,PASS
6,5300,2,17,1,0,2,2,PASS
6,10600,3,18,1,0,2,2,PASS
5,1329,0,15,2,1,2,1,PASS
5,2658,1,16,2,1,2,1,PASS
5,5316,2,17,2,1,2,1,PASS
5,10632,3,18,2,1,2,1,PASS
6,1331,0,15,1,0,2,2,PASS
6,2662,1,16,1,0,2,2,PASS
6,5324,2,17,1,0,2,2,PASS
6,10648,3,18,1,0,2,2,PASS
6,1333,0,15,1,0,2,2,PASS
6,2666,1,16,1,0,2,2,PASS
6,5332,2,17,1,0,2,2,PASS
6,10664,3,18,1,0,2,2,PASS
6,1337,0,15,1,0,2,2,PASS
6,2674,1,16,1,0,2,2,PASS
6,5348,2,17,1,0,2,2,PASS
6,10696,3,18,1,0,2,2,PASS
5,1349,0,15,2,1,2,1,PASS
5,2698,1,16,2,1,2,1,PASS
5,5396,2,17,2,1,2,1,PASS
5,10792,3,18,2,1,2,1,PASS
6,1351,0,15,1,0,2,2,PASS
6,2702,1,16,1,0,2,2,PASS
6,5404,2,17,1,0,2,2,PASS
6,10808,3,18,1,0,2,2,PASS
5,1353,0,15,2,1,2,1,PASS
5,2706,1,16,2,1,2,1,PASS
5,5412,2,17,2,1,2,1,PASS
5,10824,3,18,2,1,2,1,PASS
6,1355,0,15,1,0,2,2,PASS
6,2710,1,16,1,0,2,2,PASS
6,5420,2,17,1,0,2,2,PASS
6,10840,3,18,1,0,2,2,PASS
6,1357,0,15,1,0,2,2,PASS
6,2714,1,16,1,0,2,2,PASS
6,5428,2,17,1,0,2,2,PASS
6,10856,3,18,1,0,2,2,PASS
5,1361,0,15,2,1,2,1,PASS
5,2722,1,16,2,1,2,1,PASS
5,5444,2,17,2,1,2,1,PASS
5,10888,3,18,2,1,2,1,PASS
6,1363,0,15,1,0,2,2,PASS
6,2726,1,16,1,0,2,2,PASS
6,5452,2,17,1,0,2,2,PASS
6,10904,3,18,1,0,2,2,PASS
6,1365,0,15,1,0,2,2,PASS
6,2730,1,16,1,0,2,2,PASS
6,5460,2,17,1,0,2,2,PASS
6,10920,3,18,1,0,2,2,PASS
6,1369,0,15,1,0,2,2,PASS
6,2738,1,16,1,0,2,2,PASS
6,5476,2,17,1,0,2,2,PASS
6,10952,3,18,1,0,2,2,PASS
6,1379,0,15,1,0,2,2,PASS
6,2758,1,16,1,0,2,2,PASS
6,5516,2,17,1,0,2,2,PASS
6,11032,3,18,1,0,2,2,PASS
6,1381,0,15,1,0,2,2,PASS
6,2762,1,16,1,0,2,2,PASS
6,5524,2,17,1,0,2,2,PASS
6,11048,3,18,1,0,2,2,PASS
6,1385,0,15,1,0,2,2,PASS
6,2770,1,16,1,0,2,2,PASS
6,5540,2,17,1,0,2,2,PASS
6,11080,3,18,1,0,2,2,PASS
6,1393,0,15,1,0,2,2,PASS
6,2786,1,16,1,0,2,2,PASS
6,5572,2,17,1,0,2,2,PASS
6,11144,3,18,1,0,2,2,PASS
5,1417,0,15,2,1,2,1,PASS
5,2834,1,16,2,1,2,1,PASS
5,5668,2,17,2,1,2,1,PASS
5,11336,3,18,2,1,2,1,PASS
6,1419,0,15,1,0,2,2,PASS
6,2838,1,16,1,0,2,2,PASS
6,5676,2,17,1,0,2,2,PASS
6,11352,3,18,1,0,2,2,PASS
6,1421,0,15,1,0,2,2,PASS
6,2842,1,16,1,0,2,2,PASS
6,5684,2,17,1,0,2,2,PASS
6,11368,3,18,1,0,2,2,PASS
5,1425,0,15,2,1,2,1,PASS
5,2850,1,16,2,1,2,1,PASS
5,5700,2,17,2,1,2,1,PASS
5,11400,3,18,2,1,2,1,PASS
6,1427,0,15,1,0,2,2,PASS
6,2854,1,16,1,0,2,2,PASS
6,5708,2,17,1,0,2,2,PASS
6,11416,3,18,1,0,2,2,PASS
6,1429,0,15,1,0,2,2,PASS
6,2858,1,16,1,0,2,2,PASS
6,5716,2,17,1,0,2,2,PASS
6,11432,3,18,1,0,2,2,PASS
6,1433,0,15,1,0,2,2,PASS
6,2866,1,16,1,0,2,2,PASS
6,5732,2,17,1,0,2,2,PASS
6,11464,3,18,1,0,2,2,PASS
6,1443,0,15,1,0,2,2,PASS
6,2886,1,16,1,0,2,2,PASS
6,5772,2,17,1,0,2,2,PASS
6,11544,3,18,1,0,2,2,PASS
6,1445,0,15,1,0,2,2,PASS
6,2890,1,16,1,0,2,2,PASS
6,5780,2,17,1,0,2,2,PASS
6,11560,3,18,1,0,2,2,PASS
6,1449,0,15,1,0,2,2,PASS
6,2898,1,16,1,0,2,2,PASS
6,5796,2,17,1,0,2,2,PASS
6,11592,3,18,1,0,2,2,PASS
6,1457,0,15,1,0,2,2,PASS
6,2914,1,16,1,0,2,2,PASS
6,5828,2,17,1,0,2,2,PASS
6,11656,3,18,1,0,2,2,PASS
6,1477,0,15,1,0,2,2,PASS
6,2954,1,16,1,0,2,2,PASS
6,5908,2,17,1,0,2,2,PASS
6,11816,3,18,1,0,2,2,PASS
6,1481,0,15,1,0,2,2,PASS
6,2962,1,16,1,0,2,2,PASS
6,5924,2,17,1,0,2,2,PASS
6,11848,3,18,1,0,2,2,PASS
6,1489,0,15,1,0,2,2,PASS
6,2978,1,16,1,0,2,2,PASS
6,5956,2,17,1,0,2,2,PASS
6,11912,3,18,1,0,2,2,PASS
5,1571,0,15,2,1,2,1,PASS
5,3142,1,16,2,1,2,1,PASS
5,6284,2,17,2,1,2,1,PASS
5,12568,3,18,2,1,2,1,PASS
5,1573,0,15,2,1,2,1,PASS
5,3146,1,16,2,1,2,1,PASS
5,6292,2,17,2,1,2,1,PASS
5,12584,3,18,2,1,2,1,PASS
6,1575,0,15,1,0,2,2,PASS
6,3150,1,16,1,0,2,2,PASS
6,6300,2,17,1,0,2,2,PASS
6,12600,3,18,1,0,2,2,PASS
5,1577,0,15,2,1,2,1,PASS
5,3154,1,16,2,1,2,1,PASS
5,6308,2,17,2,1,2,1,PASS
5,12616,3,18,2,1,2,1,PASS
6,1579,0,15,1,0,2,2,PASS
6,3158,1,16,1,0,2,2,PASS
6,6316,2,17,1,0,2,2,PASS
6,12632,3,18,1,0,2,2,PASS
6,1581,0,15,1,0,2,2,PASS
6,3162,1,16,1,0,2,2,PASS
6,6324,2,17,1,0,2,2,PASS
6,12648,3,18,1,0,2,2,PASS
5,1585,0,15,2,1,2,1,PASS
5,3170,1,16,2,1,2,1,PASS
5,6340,2,17,2,1,2,1,PASS
5,12680,3,18,2,1,2,1,PASS
6,1587,0,15,1,0,2,2,PASS
6,3174,1,16,1,0,2,2,PASS
6,6348,2,17,1,0,2,2,PASS
6,12696,3,18,1,0,2,2,PASS
6,1589,0,15,1,0,2,2,PASS
6,3178,1,16,1,0,2,2,PASS
6,6356,2,17,1,0,2,2,PASS
6,12712,3,18,1,0,2,2,PASS
6,1593,0,15,1,0,2,2,PASS
6,3186,1,16,1,0,2,2,PASS
6,6372,2,17,1,0,2,2,PASS
6,12744,3,18,1,0,2,2,PASS
5,1605,0,15,2,1,2,1,PASS
5,3210,1,16,2,1,2,1,PASS
5,6420,2,17,2,1,2,1,PASS
5,12840,3,18,2,1,2,1,PASS
6,1607,0,15,1,0,2,2,PASS
6,3214,1,16,1,0,2,2,PASS
6,6428,2,17,1,0,2,2,PASS
6,12856,3,18,1,0,2,2,PASS
5,1609,0,15,2,1,2,1,PASS
5,3218,1,16,2,1,2,1,PASS
5,6436,2,17,2,1,2,1,PASS
5,12872,3,18,2,1,2,1,PASS
6,1611,0,15,1,0,2,2,PASS
6,3222,1,16,1,0,2,2,PASS
6,6444,2,17,1,0,2,2,PASS
6,12888,3,18,1,0,2,2,PASS
6,1613,0,15,1,0,2,2,PASS
6,3226,1,16,1,0,2,2,PASS
6,6452,2,17,1,0,2,2,PASS
6,12904,3,18,1,0,2,2,PASS
5,1617,0,15,2,1,2,1,PASS
5,3234,1,16,2,1,2,1,PASS
5,6468,2,17,2,1,2,1,PASS
5,12936,3,18,2,1,2,1,PASS
6,1619,0,15,1,0,2,2,PASS
6,3238,1,16,1,0,2,2,PASS
6,6476,2,17,1,0,2,2,PASS
6,12952,3,18,1,0,2,2,PASS
6,1621,0,15,1,0,2,2,PASS
6,3242,1,16,1,0,2,2,PASS
6,6484,2,17,1,0,2,2,PASS
6,12968,3,18,1,0,2,2,PASS
6,1625,0,15,1,0,2,2,PASS
6,3250,1,16,1,0,2,2,PASS
6,6500,2,17,1,0,2,2,PASS
6,13000,3,18,1,0,2,2,PASS
6,1635,0,15,1,0,2,2,PASS
6,3270,1,16,1,0,2,2,PASS
6,6540,2,17,1,0,2,2,PASS
6,13080,3,18,1,0,2,2,PASS
6,1637,0,15,1,0,2,2,PASS
6,3274,1,16,1,0,2,2,PASS
6,6548,2,17,1,0,2,2,PASS
6,13096,3,18,1,0,2,2,PASS
6,1641,0,15,1,0,2,2,PASS
6,3282,1,16,1,0,2,2,PASS
6,6564,2,17,1,0,2,2,PASS
6,13128,3,18,1,0,2,2,PASS
6,1649,0,15,1,0,2,2,PASS
6,3298,1,16,1,0,2,2,PASS
6,6596,2,17,1,0,2,2,PASS
6,13192,3,18,1,0,2,2,PASS
5,1673,0,15,2,1,2,1,PASS
5,3346,1,16,2,1,2,1,PASS
5,6692,2,17,2,1,2,1,PASS
5,13384,3,18,2,1,2,1,PASS
6,1675,0,15,1,0,2,2,PASS
6,3350,1,16,1,0,2,2,PASS
6,6700,2,17,1,0,2,2,PASS
6,13400,3,18,1,0,2,2,PASS
6,1677,0,15,1,0,2,2,PASS
6,3354,1,16,1,0,2,2,PASS
6,6708,2,17,1,0,2,2,PASS
6,13416,3,18,1,0,2,2,PASS
5,1681,0,15,2,1,2,1,PASS
5,3362,1,16,2,1,2,1,PASS
5,6724,2,17,2,1,2,1,PASS
5,13448,3,18,2,1,2,1,PASS
6,1683,0,15,1,0,2,2,PASS
6,3366,1,16,1,0,2,2,PASS
6,6732,2,17,1,0,2,2,PASS
6,13464,3,18,1,0,2,2,PASS
6,1685,0,15,1,0,2,2,PASS
6,3370,1,16,1,0,2,2,PASS
6,6740,2,17,1,0,2,2,PASS
6,13480,3,18,1,0,2,2,PASS
6,1689,0,15,1,0,2,2,PASS
6,3378,1,16,1,0,2,2,PASS
6,6756,2,17,1,0,2,2,PASS
6,13512,3,18,1,0,2,2,PASS
6,1699,0,15,1,0,2,2,PASS
6,3398,1,16,1,0,2,2,PASS
6,6796,2,17,1,0,2,2,PASS
6,13592,3,18,1,0,2,2,PASS
6,1701,0,15,1,0,2,2,PASS
6,3402,1,16,1,0,2,2,PASS
6,6804,2,17,1,0,2,2,PASS
6,13608,3,18,1,0,2,2,PASS
6,1705,0,15,1,0,2,2,PASS
6,3410,1,16,1,0,2,2,PASS
6,6820,2,17,1,0,2,2,PASS
6,13640,3,18,1,0,2,2,PASS
6,1713,0,15,1,0,2,2,PASS
6,3426,1,16,1,0,2,2,PASS
6,6852,2,17,1,0,2,2,PASS
6,13704,3,18,1,0,2,2,PASS
6,1733,0,15,1,0,2,2,PASS
6,3466,1,16,1,0,2,2,PASS
6,6932,2,17,1,0,2,2,PASS
6,13864,3,18,1,0,2,2,PASS
6,1737,0,15,1,0,2,2,PASS
6,3474,1,16,1,0,2,2,PASS
6,6948,2,17,1,0,2,2,PASS
6,13896,3,18,1,0,2,2,PASS
6,1745,0,15,1,0,2,2,PASS
6,3490,1,16,1,0,2,2,PASS
6,6980,2,17,1,0,2,2,PASS
6,13960,3,18,1,0,2,2,PASS
5,1809,0,15,2,1,2,1,PASS
5,3618,1,16,2,1,2,1,PASS
5,7236,2,17,2,1,2,1,PASS
5,14472,3,18,2,1,2,1,PASS
6,1811,0,15,1,0,2,2,PASS
6,3622,1,16,1,0,2,2,PASS
6,7244,2,17,1,0,2,2,PASS
6,14488,3,18,1,0,2,2,PASS
6,1813,0,15,1,0,2,2,PASS
6,3626,1,16,1,0,2,2,PASS
6,7252,2,17,1,0,2,2,PASS
6,14504,3,18,1,0,2,2,PASS
6,1817,0,15,1,0,2,2,PASS
6,3634,1,16,1,0,2,2,PASS
6,7268,2,17,1,0,2,2,PASS
6,14536,3,18,1,0,2,2,PASS
6,1827,0,15,1,0,2,2,PASS
6,3654,1,16,1,0,2,2,PASS
6,7308,2,17,1,0,2,2,PASS
6,14616,3,18,1,0,2,2,PASS
6,1829,0,15,1,0,2,2,PASS
6,3658,1,16,1,0,2,2,PASS
6,7316,2,17,1,0,2,2,PASS
6,14632,3,18,1,0,2,2,PASS
6,1833,0,15,1,0,2,2,PASS
6,3666,1,16,1,0,2,2,PASS
6,7332,2,17,1,0,2,2,PASS
6,14664,3,18,1,0,2,2,PASS
6,1841,0,15,1,0,2,2,PASS
6,3682,1,16,1,0,2,2,PASS
6,7364,2,17,1,0,2,2,PASS
6,14728,3,18,1,0,2,2,PASS
6,1861,0,15,1,0,2,2,PASS
6,3722,1,16,1,0,2,2,PASS
6,7444,2,17,1,0,2,2,PASS
6,14888,3,18,1,0,2,2,PASS
6,1865,0,15,1,0,2,2,PASS
6,3730,1,16,1,0,2,2,PASS
6,7460,2,17,1,0,2,2,PASS
6,14920,3,18,1,0,2,2,PASS
6,1873,0,15,1,0,2,2,PASS
6,3746,1,16,1,0,2,2,PASS
6,7492,2,17,1,0,2,2,PASS
6,14984,3,18,1,0,2,2,PASS
6,1929,0,15,1,0,2,2,PASS
6,3858,1,16,1,0,2,2,PASS
6,7716,2,17,1,0,2,2,PASS
6,15432,3,18,1,0,2,2,PASS
6,1937,0,15,1,0,2,2,PASS
6,3874,1,16,1,0,2,2,PASS
6,7748,2,17,1,0,2,2,PASS
6,15496,3,18,1,0,2,2,PASS
4,2185,0,16,3,2,2,0,PASS
4,4370,1,17,3,2,2,0,PASS
4,8740,2,18,3,2,2,0,PASS
4,17480,3,19,3,2,2,0,PASS
5,2187,0,16,2,1,2,1,PASS
5,4374,1,17,2,1,2,1,PASS
5,8748,2,18,2,1,2,1,PASS
5,17496,3,19,2,1,2,1,PASS
5,2189,0,16,2,1,2,1,PASS
5,4378,1,17,2,1,2,1,PASS
5,8756,2,18,2,1,2,1,PASS
5,17512,3,19,2,1,2,1,PASS
6,2191,0,16,1,0,2,2,PASS
6,4382,1,17,1,0,2,2,PASS
6,8764,2,18,1,0,2,2,PASS
6,17528,3,19,1,0,2,2,PASS
4,2193,0,16,3,2,2,0,PASS
4,4386,1,17,3,2,2,0,PASS
4,8772,2,18,3,2,2,0,PASS
4,17544,3,19,3,2,2,0,PASS
5,2195,0,16,2,1,2,1,PASS
5,4390,1,17,2,1,2,1,PASS
5,8780,2,18,2,1,2,1,PASS
5,17560,3,19,2,1,2,1,PASS
5,2197,0,16,2,1,2,1,PASS
5,4394,1,17,2,1,2,1,PASS
5,8788,2,18,2,1,2,1,PASS
5,17576,3,19,2,1,2,1,PASS
6,2199,0,16,1,0,2,2,PASS
6,4398,1,17,1,0,2,2,PASS
6,8796,2,18,1,0,2,2,PASS
6,17592,3,19,1,0,2,2,PASS
5,2201,0,16,2,1,2,1,PASS
5,4402,1,17,2,1,2,1,PASS
5,8804,2,18,2,1,2,1,PASS
5,17608,3,19,2,1,2,1,PASS
6,2203,0,16,1,0,2,2,PASS
6,4406,1,17,1,0,2,2,PASS
6,8812,2,18,1,0,2,2,PASS
6,17624,3,19,1,0,2,2,PASS
6,2205,0,16,1,0,2,2,PASS
6,4410,1,17,1,0,2,2,PASS
6,8820,2,18,1,0,2,2,PASS
6,17640,3,19,1,0,2,2,PASS
5,2211,0,16,2,1,2,1,PASS
5,4422,1,17,2,1,2,1,PASS
5,8844,2,18,2,1,2,1,PASS
5,17688,3,19,2,1,2,1,PASS
5,2213,0,16,2,1,2,1,PASS
5,4426,1,17,2,1,2,1,PASS
5,8852,2,18,2,1,2,1,PASS
5,17704,3,19,2,1,2,1,PASS
6,2215,0,16,1,0,2,2,PASS
6,4430,1,17,1,0,2,2,PASS
6,8860,2,18,1,0,2,2,PASS
6,17720,3,19,1,0,2,2,PASS
5,2217,0,16,2,1,2,1,PASS
5,4434,1,17,2,1,2,1,PASS
5,8868,2,18,2,1,2,1,PASS
5,17736,3,19,2,1,2,1,PASS
6,2219,0,16,1,0,2,2,PASS
6,4438,1,17,1,0,2,2,PASS
6,8876,2,18,1,0,2,2,PASS
6,17752,3,19,1,0,2,2,PASS
6,2221,0,16,1,0,2,2,PASS
6,4442,1,17,1,0,2,2,PASS
6,8884,2,18,1,0,2,2,PASS
6,17768,3,19,1,0,2,2,PASS
5,2225,0,16,2,1,2,1,PASS
5,4450,1,17,2,1,2,1,PASS
5,8900,2,18,2,1,2,1,PASS
5,17800,3,19,2,1,2,1,PASS
6,2227,0,16,1,0,2,2,PASS
6,4454,1,17,1,0,2,2,PASS
6,8908,2,18,1,0,2,2,PASS
6,17816,3,19,1,0,2,2,PASS
6,2229,0,16,1,0,2,2,PASS
6,4458,1,17,1,0,2,2,PASS
6,8916,2,18,1,0,2,2,PASS
6,17832,3,19,1,0,2,2,PASS
6,2233,0,16,1,0,2,2,PASS
6,4466,1,17,1,0,2,2,PASS
6,8932,2,18,1,0,2,2,PASS
6,17864,3,19,1,0,2,2,PASS
5,2245,0,16,2,1,2,1,PASS
5,4490,1,17,2,1,2,1,PASS
5,8980,2,18,2,1,2,1,PASS
5,17960,3,19,2,1,2,1,PASS
6,2247,0,16,1,0,2,2,PASS
6,4494,1,17,1,0,2,2,PASS
6,8988,2,18,1,0,2,2,PASS
6,17976,3,19,1,0,2,2,PASS
5,2249,0,16,2,1,2,1,PASS
5,4498,1,17,2,1,2,1,PASS
5,8996,2,18,2,1,2,1,PASS
5,17992,3,19,2,1,2,1,PASS
6,2251,0,16,1,0,2,2,PASS
6,4502,1,17,1,0,2,2,PASS
6,9004,2,18,1,0,2,2,PASS
6,18008,3,19,1,0,2,2,PASS
6,2253,0,16,1,0,2,2,PASS
6,4506,1,17,1,0,2,2,PASS
6,9012,2,18,1,0,2,2,PASS
6,18024,3,19,1,0,2,2,PASS
5,2257,0,16,2,1,2,1,PASS
5,4514,1,17,2,1,2,1,PASS
5,9028,2,18,2,1,2,1,PASS
5,18056,3,19,2,1,2,1,PASS
6,2259,0,16,1,0,2,2,PASS
6,4518,1,17,1,0,2,2,PASS
6,9036,2,18,1,0,2,2,PASS
6,18072,3,19,1,0,2,2,PASS
6,2261,0,16,1,0,2,2,PASS
6,4522,1,17,1,0,2,2,PASS
6,9044,2,18,1,0,2,2,PASS
6,18088,3,19,1,0,2,2,PASS
6,2265,0,16,1,0,2,2,PASS
6,4530,1,17,1,0,2,2,PASS
6,9060,2,18,1,0,2,2,PASS
6,18120,3,19,1,0,2,2,PASS
6,2275,0,16,1,0,2,2,PASS
6,4550,1,17,1,0,2,2,PASS
6,9100,2,18,1,0,2,2,PASS
6,18200,3,19,1,0,2,2,PASS
6,2277,0,16,1,0,2,2,PASS
6,4554,1,17,1,0,2,2,PASS
6,9108,2,18,1,0,2,2,PASS
6,18216,3,19,1,0,2,2,PASS
6,2281,0,16,1,0,2,2,PASS
6,4562,1,17,1,0,2,2,PASS
6,9124,2,18,1,0,2,2,PASS
6,18248,3,19,1,0,2,2,PASS
6,2289,0,16,1,0,2,2,PASS
6,4578,1,17,1,0,2,2,PASS
6,9156,2,18,1,0,2,2,PASS
6,18312,3,19,1,0,2,2,PASS
4,2321,0,16,3,2,2,0,PASS
4,4642,1,17,3,2,2,0,PASS
4,9284,2,18,3,2,2,0,PASS
4,18568,3,19,3,2,2,0,PASS
5,2323,0,16,2,1,2,1,PASS
5,4646,1,17,2,1,2,1,PASS
5,9292,2,18,2,1,2,1,PASS
5,18584,3,19,2,1,2,1,PASS
5,2325,0,16,2,1,2,1,PASS
5,4650,1,17,2,1,2,1,PASS
5,9300,2,18,2,1,2,1,PASS
5,18600,3,19,2,1,2,1,PASS
6,2327,0,16,1,0,2,2,PASS
6,4654,1,17,1,0,2,2,PASS
6,9308,2,18,1,0,2,2,PASS
6,18616,3,19,1,0,2,2,PASS
5,2329,0,16,2,1,2,1,PASS
5,4658,1,17,2,1,2,1,PASS
5,9316,2,18,2,1,2,1,PASS
5,18632,3,19,2,1,2,1,PASS
6,2331,0,16,1,0,2,2,PASS
6,4662,1,17,1,0,2,2,PASS
6,9324,2,18,1,0,2,2,PASS
6,18648,3,19,1,0,2,2,PASS
6,2333,0,16,1,0,2,2,PASS
6,4666,1,17,1,0,2,2,PASS
6,9332,2,18,1,0,2,2,PASS
6,18664,3,19,1,0,2,2,PASS
5,2339,0,16,2,1,2,1,PASS
5,4678,1,17,2,1,2,1,PASS
5,9356,2,18,2,1,2,1,PASS
5,18712,3,19,2,1,2,1,PASS
5,2341,0,16,2,1,2,1,PASS
5,4682,1,17,2,1,2,1,PASS
5,9364,2,18,2,1,2,1,PASS
5,18728,3,19,2,1,2,1,PASS
6,2343,0,16,1,0,2,2,PASS
6,4686,1,17,1,0,2,2,PASS
6,9372,2,18,1,0,2,2,PASS
6,18744,3,19,1,0,2,2,PASS
5,2345,0,16,2,1,2,1,PASS
5,4690,1,17,2,1,2,1,PASS
5,9380,2,18,2,1,2,1,PASS
5,18760,3,19,2,1,2,1,PASS
6,2347,0,16,1,0,2,2,PASS
6,4694,1,17,1,0,2,2,PASS
6,9388,2,18,1,0,2,2,PASS
6,18776,3,19,1,0,2,2,PASS
6,2349,0,16,1,0,2,2,PASS
6,4698,1,17,1,0,2,2,PASS
6,9396,2,18,1,0,2,2,PASS
6,18792,3,19,1,0,2,2,PASS
5,2353,0,16,2,1,2,1,PASS
5,4706,1,17,2,1,2,1,PASS
5,9412,2,18,2,1,2,1,PASS
5,18824,3,19,2,1,2,1,PASS
6,2355,0,16,1,0,2,2,PASS
6,4710,1,17,1,0,2,2,PASS
6,9420,2,18,1,0,2,2,PASS
6,18840,3,19,1,0,2,2,PASS
6,2357,0,16,1,0,2,2,PASS
6,4714,1,17,1,0,2,2,PASS
6,9428,2,18,1,0,2,2,PASS
6,18856,3,19,1,0,2,2,PASS
6,2361,0,16,1,0,2,2,PASS
