wtB,B,shift_t,R,wA,cA,required_f,Kres,status
6,17507,0,19,1,0,2,2,PASS
6,35014,1,20,1,0,2,2,PASS
6,70028,2,21,1,0,2,2,PASS
6,140056,3,22,1,0,2,2,PASS
6,17509,0,19,1,0,2,2,PASS
6,35018,1,20,1,0,2,2,PASS
6,70036,2,21,1,0,2,2,PASS
6,140072,3,22,1,0,2,2,PASS
6,17513,0,19,1,0,2,2,PASS
6,35026,1,20,1,0,2,2,PASS
6,70052,2,21,1,0,2,2,PASS
6,140104,3,22,1,0,2,2,PASS
6,17521,0,19,1,0,2,2,PASS
6,35042,1,20,1,0,2,2,PASS
6,70084,2,21,1,0,2,2,PASS
6,140168,3,22,1,0,2,2,PASS
5,17545,0,19,2,1,2,1,PASS
5,35090,1,20,2,1,2,1,PASS
5,70180,2,21,2,1,2,1,PASS
5,140360,3,22,2,1,2,1,PASS
6,17547,0,19,1,0,2,2,PASS
6,35094,1,20,1,0,2,2,PASS
6,70188,2,21,1,0,2,2,PASS
6,140376,3,22,1,0,2,2,PASS
6,17549,0,19,1,0,2,2,PASS
6,35098,1,20,1,0,2,2,PASS
6,70196,2,21,1,0,2,2,PASS
6,140392,3,22,1,0,2,2,PASS
5,17553,0,19,2,1,2,1,PASS
5,35106,1,20,2,1,2,1,PASS
5,70212,2,21,2,1,2,1,PASS
5,140424,3,22,2,1,2,1,PASS
6,17555,0,19,1,0,2,2,PASS
6,35110,1,20,1,0,2,2,PASS
6,70220,2,21,1,0,2,2,PASS
6,140440,3,22,1,0,2,2,PASS
6,17557,0,19,1,0,2,2,PASS
6,35114,1,20,1,0,2,2,PASS
6,70228,2,21,1,0,2,2,PASS
6,140456,3,22,1,0,2,2,PASS
6,17561,0,19,1,0,2,2,PASS
6,35122,1,20,1,0,2,2,PASS
6,70244,2,21,1,0,2,2,PASS
6,140488,3,22,1,0,2,2,PASS
6,17571,0,19,1,0,2,2,PASS
6,35142,1,20,1,0,2,2,PASS
6,70284,2,21,1,0,2,2,PASS
6,140568,3,22,1,0,2,2,PASS
6,17573,0,19,1,0,2,2,PASS
6,35146,1,20,1,0,2,2,PASS
6,70292,2,21,1,0,2,2,PASS
6,140584,3,22,1,0,2,2,PASS
6,17577,0,19,1,0,2,2,PASS
6,35154,1,20,1,0,2,2,PASS
6,70308,2,21,1,0,2,2,PASS
6,140616,3,22,1,0,2,2,PASS
6,17585,0,19,1,0,2,2,PASS
6,35170,1,20,1,0,2,2,PASS
6,70340,2,21,1,0,2,2,PASS
6,140680,3,22,1,0,2,2,PASS
6,17605,0,19,1,0,2,2,PASS
6,35210,1,20,1,0,2,2,PASS
6,70420,2,21,1,0,2,2,PASS
6,140840,3,22,1,0,2,2,PASS
6,17609,0,19,1,0,2,2,PASS
6,35218,1,20,1,0,2,2,PASS
6,70436,2,21,1,0,2,2,PASS
6,140872,3,22,1,0,2,2,PASS
6,17617,0,19,1,0,2,2,PASS
6,35234,1,20,1,0,2,2,PASS
6,70468,2,21,1,0,2,2,PASS
6,140936,3,22,1,0,2,2,PASS
5,17681,0,19,2,1,2,1,PASS
5,35362,1,20,2,1,2,1,PASS
5,70724,2,21,2,1,2,1,PASS
5,141448,3,22,2,1,2,1,PASS
6,17683,0,19,1,0,2,2,PASS
6,35366,1,20,1,0,2,2,PASS
6,70732,2,21,1,0,2,2,PASS
6,141464,3,22,1,0,2,2,PASS
6,17685,0,19,1,0,2,2,PASS
6,35370,1,20,1,0,2,2,PASS
6,70740,2,21,1,0,2,2,PASS
6,141480,3,22,1,0,2,2,PASS
6,17689,0,19,1,0,2,2,PASS
6,35378,1,20,1,0,2,2,PASS
6,70756,2,21,1,0,2,2,PASS
6,141512,3,22,1,0,2,2,PASS
6,17699,0,19,1,0,2,2,PASS
6,35398,1,20,1,0,2,2,PASS
6,70796,2,21,1,0,2,2,PASS
6,141592,3,22,1,0,2,2,PASS
6,17701,0,19,1,0,2,2,PASS
6,35402,1,20,1,0,2,2,PASS
6,70804,2,21,1,0,2,2,PASS
6,141608,3,22,1,0,2,2,PASS
6,17705,0,19,1,0,2,2,PASS
6,35410,1,20,1,0,2,2,PASS
6,70820,2,21,1,0,2,2,PASS
6,141640,3,22,1,0,2,2,PASS
6,17713,0,19,1,0,2,2,PASS
6,35426,1,20,1,0,2,2,PASS
6,70852,2,21,1,0,2,2,PASS
6,141704,3,22,1,0,2,2,PASS
6,17733,0,19,1,0,2,2,PASS
6,35466,1,20,1,0,2,2,PASS
6,70932,2,21,1,0,2,2,PASS
6,141864,3,22,1,0,2,2,PASS
6,17737,0,19,1,0,2,2,PASS
6,35474,1,20,1,0,2,2,PASS
6,70948,2,21,1,0,2,2,PASS
6,141896,3,22,1,0,2,2,PASS
6,17745,0,19,1,0,2,2,PASS
6,35490,1,20,1,0,2,2,PASS
6,70980,2,21,1,0,2,2,PASS
6,141960,3,22,1,0,2,2,PASS
6,17801,0,19,1,0,2,2,PASS
6,35602,1,20,1,0,2,2,PASS
6,71204,2,21,1,0,2,2,PASS
6,142408,3,22,1,0,2,2,PASS
6,17809,0,19,1,0,2,2,PASS
6,35618,1,20,1,0,2,2,PASS
6,71236,2,21,1,0,2,2,PASS
6,142472,3,22,1,0,2,2,PASS
6,17955,0,19,1,0,2,2,PASS
6,35910,1,20,1,0,2,2,PASS
6,71820,2,21,1,0,2,2,PASS
6,143640,3,22,1,0,2,2,PASS
6,17957,0,19,1,0,2,2,PASS
6,35914,1,20,1,0,2,2,PASS
6,71828,2,21,1,0,2,2,PASS
6,143656,3,22,1,0,2,2,PASS
6,17961,0,19,1,0,2,2,PASS
6,35922,1,20,1,0,2,2,PASS
6,71844,2,21,1,0,2,2,PASS
6,143688,3,22,1,0,2,2,PASS
6,17969,0,19,1,0,2,2,PASS
6,35938,1,20,1,0,2,2,PASS
6,71876,2,21,1,0,2,2,PASS
6,143752,3,22,1,0,2,2,PASS
6,17989,0,19,1,0,2,2,PASS
6,35978,1,20,1,0,2,2,PASS
6,71956,2,21,1,0,2,2,PASS
6,143912,3,22,1,0,2,2,PASS
6,17993,0,19,1,0,2,2,PASS
6,35986,1,20,1,0,2,2,PASS
6,71972,2,21,1,0,2,2,PASS
6,143944,3,22,1,0,2,2,PASS
6,18001,0,19,1,0,2,2,PASS
6,36002,1,20,1,0,2,2,PASS
6,72004,2,21,1,0,2,2,PASS
6,144008,3,22,1,0,2,2,PASS
6,18057,0,19,1,0,2,2,PASS
6,36114,1,20,1,0,2,2,PASS
6,72228,2,21,1,0,2,2,PASS
6,144456,3,22,1,0,2,2,PASS
6,18065,0,19,1,0,2,2,PASS
6,36130,1,20,1,0,2,2,PASS
6,72260,2,21,1,0,2,2,PASS
6,144520,3,22,1,0,2,2,PASS
6,18193,0,19,1,0,2,2,PASS
6,36386,1,20,1,0,2,2,PASS
6,72772,2,21,1,0,2,2,PASS
6,145544,3,22,1,0,2,2,PASS
5,18569,0,19,2,1,2,1,PASS
5,37138,1,20,2,1,2,1,PASS
5,74276,2,21,2,1,2,1,PASS
5,148552,3,22,2,1,2,1,PASS
6,18571,0,19,1,0,2,2,PASS
6,37142,1,20,1,0,2,2,PASS
6,74284,2,21,1,0,2,2,PASS
6,148568,3,22,1,0,2,2,PASS
6,18573,0,19,1,0,2,2,PASS
6,37146,1,20,1,0,2,2,PASS
6,74292,2,21,1,0,2,2,PASS
6,148584,3,22,1,0,2,2,PASS
5,18577,0,19,2,1,2,1,PASS
5,37154,1,20,2,1,2,1,PASS
5,74308,2,21,2,1,2,1,PASS
5,148616,3,22,2,1,2,1,PASS
6,18579,0,19,1,0,2,2,PASS
6,37158,1,20,1,0,2,2,PASS
6,74316,2,21,1,0,2,2,PASS
6,148632,3,22,1,0,2,2,PASS
6,18581,0,19,1,0,2,2,PASS
6,37162,1,20,1,0,2,2,PASS
6,74324,2,21,1,0,2,2,PASS
6,148648,3,22,1,0,2,2,PASS
6,18585,0,19,1,0,2,2,PASS
6,37170,1,20,1,0,2,2,PASS
6,74340,2,21,1,0,2,2,PASS
6,148680,3,22,1,0,2,2,PASS
6,18595,0,19,1,0,2,2,PASS
6,37190,1,20,1,0,2,2,PASS
6,74380,2,21,1,0,2,2,PASS
6,148760,3,22,1,0,2,2,PASS
6,18597,0,19,1,0,2,2,PASS
6,37194,1,20,1,0,2,2,PASS
6,74388,2,21,1,0,2,2,PASS
6,148776,3,22,1,0,2,2,PASS
6,18601,0,19,1,0,2,2,PASS
6,37202,1,20,1,0,2,2,PASS
6,74404,2,21,1,0,2,2,PASS
6,148808,3,22,1,0,2,2,PASS
6,18609,0,19,1,0,2,2,PASS
6,37218,1,20,1,0,2,2,PASS
6,74436,2,21,1,0,2,2,PASS
6,148872,3,22,1,0,2,2,PASS
6,18629,0,19,1,0,2,2,PASS
6,37258,1,20,1,0,2,2,PASS
6,74516,2,21,1,0,2,2,PASS
6,149032,3,22,1,0,2,2,PASS
6,18633,0,19,1,0,2,2,PASS
6,37266,1,20,1,0,2,2,PASS
6,74532,2,21,1,0,2,2,PASS
6,149064,3,22,1,0,2,2,PASS
6,18641,0,19,1,0,2,2,PASS
6,37282,1,20,1,0,2,2,PASS
6,74564,2,21,1,0,2,2,PASS
6,149128,3,22,1,0,2,2,PASS
5,18705,0,19,2,1,2,1,PASS
5,37410,1,20,2,1,2,1,PASS
5,74820,2,21,2,1,2,1,PASS
5,149640,3,22,2,1,2,1,PASS
6,18707,0,19,1,0,2,2,PASS
6,37414,1,20,1,0,2,2,PASS
6,74828,2,21,1,0,2,2,PASS
6,149656,3,22,1,0,2,2,PASS
6,18709,0,19,1,0,2,2,PASS
6,37418,1,20,1,0,2,2,PASS
6,74836,2,21,1,0,2,2,PASS
6,149672,3,22,1,0,2,2,PASS
6,18713,0,19,1,0,2,2,PASS
6,37426,1,20,1,0,2,2,PASS
6,74852,2,21,1,0,2,2,PASS
6,149704,3,22,1,0,2,2,PASS
6,18723,0,19,1,0,2,2,PASS
6,37446,1,20,1,0,2,2,PASS
6,74892,2,21,1,0,2,2,PASS
6,149784,3,22,1,0,2,2,PASS
6,18725,0,19,1,0,2,2,PASS
6,37450,1,20,1,0,2,2,PASS
6,74900,2,21,1,0,2,2,PASS
6,149800,3,22,1,0,2,2,PASS
6,18729,0,19,1,0,2,2,PASS
6,37458,1,20,1,0,2,2,PASS
6,74916,2,21,1,0,2,2,PASS
6,149832,3,22,1,0,2,2,PASS
6,18737,0,19,1,0,2,2,PASS
6,37474,1,20,1,0,2,2,PASS
6,74948,2,21,1,0,2,2,PASS
6,149896,3,22,1,0,2,2,PASS
6,18757,0,19,1,0,2,2,PASS
6,37514,1,20,1,0,2,2,PASS
6,75028,2,21,1,0,2,2,PASS
6,150056,3,22,1,0,2,2,PASS
6,18761,0,19,1,0,2,2,PASS
6,37522,1,20,1,0,2,2,PASS
6,75044,2,21,1,0,2,2,PASS
6,150088,3,22,1,0,2,2,PASS
6,18769,0,19,1,0,2,2,PASS
6,37538,1,20,1,0,2,2,PASS
6,75076,2,21,1,0,2,2,PASS
6,150152,3,22,1,0,2,2,PASS
6,18825,0,19,1,0,2,2,PASS
6,37650,1,20,1,0,2,2,PASS
6,75300,2,21,1,0,2,2,PASS
6,150600,3,22,1,0,2,2,PASS
6,18833,0,19,1,0,2,2,PASS
6,37666,1,20,1,0,2,2,PASS
6,75332,2,21,1,0,2,2,PASS
6,150664,3,22,1,0,2,2,PASS
6,18979,0,19,1,0,2,2,PASS
6,37958,1,20,1,0,2,2,PASS
6,75916,2,21,1,0,2,2,PASS
6,151832,3,22,1,0,2,2,PASS
6,18981,0,19,1,0,2,2,PASS
6,37962,1,20,1,0,2,2,PASS
6,75924,2,21,1,0,2,2,PASS
6,151848,3,22,1,0,2,2,PASS
6,18985,0,19,1,0,2,2,PASS
6,37970,1,20,1,0,2,2,PASS
6,75940,2,21,1,0,2,2,PASS
6,151880,3,22,1,0,2,2,PASS
6,18993,0,19,1,0,2,2,PASS
6,37986,1,20,1,0,2,2,PASS
6,75972,2,21,1,0,2,2,PASS
6,151944,3,22,1,0,2,2,PASS
6,19013,0,19,1,0,2,2,PASS
6,38026,1,20,1,0,2,2,PASS
6,76052,2,21,1,0,2,2,PASS
6,152104,3,22,1,0,2,2,PASS
6,19017,0,19,1,0,2,2,PASS
6,38034,1,20,1,0,2,2,PASS
6,76068,2,21,1,0,2,2,PASS
6,152136,3,22,1,0,2,2,PASS
6,19025,0,19,1,0,2,2,PASS
6,38050,1,20,1,0,2,2,PASS
6,76100,2,21,1,0,2,2,PASS
6,152200,3,22,1,0,2,2,PASS
6,19081,0,19,1,0,2,2,PASS
6,38162,1,20,1,0,2,2,PASS
6,76324,2,21,1,0,2,2,PASS
6,152648,3,22,1,0,2,2,PASS
6,19089,0,19,1,0,2,2,PASS
6,38178,1,20,1,0,2,2,PASS
6,76356,2,21,1,0,2,2,PASS
6,152712,3,22,1,0,2,2,PASS
6,19217,0,19,1,0,2,2,PASS
6,38434,1,20,1,0,2,2,PASS
6,76868,2,21,1,0,2,2,PASS
6,153736,3,22,1,0,2,2,PASS
6,19525,0,19,1,0,2,2,PASS
6,39050,1,20,1,0,2,2,PASS
6,78100,2,21,1,0,2,2,PASS
6,156200,3,22,1,0,2,2,PASS
6,19529,0,19,1,0,2,2,PASS
6,39058,1,20,1,0,2,2,PASS
6,78116,2,21,1,0,2,2,PASS
6,156232,3,22,1,0,2,2,PASS
6,19537,0,19,1,0,2,2,PASS
6,39074,1,20,1,0,2,2,PASS
6,78148,2,21,1,0,2,2,PASS
6,156296,3,22,1,0,2,2,PASS
6,19593,0,19,1,0,2,2,PASS
6,39186,1,20,1,0,2,2,PASS
6,78372,2,21,1,0,2,2,PASS
6,156744,3,22,1,0,2,2,PASS
6,19601,0,19,1,0,2,2,PASS
6,39202,1,20,1,0,2,2,PASS
6,78404,2,21,1,0,2,2,PASS
6,156808,3,22,1,0,2,2,PASS
6,19729,0,19,1,0,2,2,PASS
6,39458,1,20,1,0,2,2,PASS
6,78916,2,21,1,0,2,2,PASS
6,157832,3,22,1,0,2,2,PASS
5,20753,0,19,2,1,2,1,PASS
5,41506,1,20,2,1,2,1,PASS
5,83012,2,21,2,1,2,1,PASS
5,166024,3,22,2,1,2,1,PASS
6,20755,0,19,1,0,2,2,PASS
6,41510,1,20,1,0,2,2,PASS
6,83020,2,21,1,0,2,2,PASS
6,166040,3,22,1,0,2,2,PASS
6,20757,0,19,1,0,2,2,PASS
6,41514,1,20,1,0,2,2,PASS
6,83028,2,21,1,0,2,2,PASS
6,166056,3,22,1,0,2,2,PASS
6,20761,0,19,1,0,2,2,PASS
6,41522,1,20,1,0,2,2,PASS
6,83044,2,21,1,0,2,2,PASS
6,166088,3,22,1,0,2,2,PASS
6,20771,0,19,1,0,2,2,PASS
6,41542,1,20,1,0,2,2,PASS
6,83084,2,21,1,0,2,2,PASS
6,166168,3,22,1,0,2,2,PASS
6,20773,0,19,1,0,2,2,PASS
6,41546,1,20,1,0,2,2,PASS
6,83092,2,21,1,0,2,2,PASS
6,166184,3,22,1,0,2,2,PASS
6,20777,0,19,1,0,2,2,PASS
6,41554,1,20,1,0,2,2,PASS
6,83108,2,21,1,0,2,2,PASS
6,166216,3,22,1,0,2,2,PASS
6,20785,0,19,1,0,2,2,PASS
6,41570,1,20,1,0,2,2,PASS
6,83140,2,21,1,0,2,2,PASS
6,166280,3,22,1,0,2,2,PASS
6,20805,0,19,1,0,2,2,PASS
6,41610,1,20,1,0,2,2,PASS
6,83220,2,21,1,0,2,2,PASS
6,166440,3,22,1,0,2,2,PASS
6,20809,0,19,1,0,2,2,PASS
6,41618,1,20,1,0,2,2,PASS
6,83236,2,21,1,0,2,2,PASS
6,166472,3,22,1,0,2,2,PASS
6,20817,0,19,1,0,2,2,PASS
6,41634,1,20,1,0,2,2,PASS
6,83268,2,21,1,0,2,2,PASS
6,166536,3,22,1,0,2,2,PASS
6,20873,0,19,1,0,2,2,PASS
6,41746,1,20,1,0,2,2,PASS
6,83492,2,21,1,0,2,2,PASS
6,166984,3,22,1,0,2,2,PASS
6,20881,0,19,1,0,2,2,PASS
6,41762,1,20,1,0,2,2,PASS
6,83524,2,21,1,0,2,2,PASS
6,167048,3,22,1,0,2,2,PASS
6,21027,0,19,1,0,2,2,PASS
6,42054,1,20,1,0,2,2,PASS
6,84108,2,21,1,0,2,2,PASS
6,168216,3,22,1,0,2,2,PASS
6,21029,0,19,1,0,2,2,PASS
6,42058,1,20,1,0,2,2,PASS
6,84116,2,21,1,0,2,2,PASS
6,168232,3,22,1,0,2,2,PASS
6,21033,0,19,1,0,2,2,PASS
6,42066,1,20,1,0,2,2,PASS
6,84132,2,21,1,0,2,2,PASS
6,168264,3,22,1,0,2,2,PASS
6,21041,0,19,1,0,2,2,PASS
6,42082,1,20,1,0,2,2,PASS
6,84164,2,21,1,0,2,2,PASS
6,168328,3,22,1,0,2,2,PASS
6,21061,0,19,1,0,2,2,PASS
6,42122,1,20,1,0,2,2,PASS
6,84244,2,21,1,0,2,2,PASS
6,168488,3,22,1,0,2,2,PASS
6,21065,0,19,1,0,2,2,PASS
6,42130,1,20,1,0,2,2,PASS
6,84260,2,21,1,0,2,2,PASS
6,168520,3,22,1,0,2,2,PASS
6,21073,0,19,1,0,2,2,PASS
6,42146,1,20,1,0,2,2,PASS
6,84292,2,21,1,0,2,2,PASS
6,168584,3,22,1,0,2,2,PASS
6,21129,0,19,1,0,2,2,PASS
6,42258,1,20,1,0,2,2,PASS
6,84516,2,21,1,0,2,2,PASS
6,169032,3,22,1,0,2,2,PASS
6,21137,0,19,1,0,2,2,PASS
6,42274,1,20,1,0,2,2,PASS
6,84548,2,21,1,0,2,2,PASS
6,169096,3,22,1,0,2,2,PASS
6,21265,0,19,1,0,2,2,PASS
6,42530,1,20,1,0,2,2,PASS
6,85060,2,21,1,0,2,2,PASS
6,170120,3,22,1,0,2,2,PASS
6,21573,0,19,1,0,2,2,PASS
6,43146,1,20,1,0,2,2,PASS
6,86292,2,21,1,0,2,2,PASS
6,172584,3,22,1,0,2,2,PASS
6,21577,0,19,1,0,2,2,PASS
6,43154,1,20,1,0,2,2,PASS
6,86308,2,21,1,0,2,2,PASS
6,172616,3,22,1,0,2,2,PASS
6,21585,0,19,1,0,2,2,PASS
6,43170,1,20,1,0,2,2,PASS
6,86340,2,21,1,0,2,2,PASS
6,172680,3,22,1,0,2,2,PASS
6,21641,0,19,1,0,2,2,PASS
6,43282,1,20,1,0,2,2,PASS
6,86564,2,21,1,0,2,2,PASS
6,173128,3,22,1,0,2,2,PASS
6,21649,0,19,1,0,2,2,PASS
6,43298,1,20,1,0,2,2,PASS
6,86596,2,21,1,0,2,2,PASS
6,173192,3,22,1,0,2,2,PASS
6,21777,0,19,1,0,2,2,PASS
6,43554,1,20,1,0,2,2,PASS
6,87108,2,21,1,0,2,2,PASS
6,174216,3,22,1,0,2,2,PASS
6,22665,0,19,1,0,2,2,PASS
6,45330,1,20,1,0,2,2,PASS
6,90660,2,21,1,0,2,2,PASS
6,181320,3,22,1,0,2,2,PASS
6,22673,0,19,1,0,2,2,PASS
6,45346,1,20,1,0,2,2,PASS
6,90692,2,21,1,0,2,2,PASS
6,181384,3,22,1,0,2,2,PASS
6,22801,0,19,1,0,2,2,PASS
6,45602,1,20,1,0,2,2,PASS
6,91204,2,21,1,0,2,2,PASS
6,182408,3,22,1,0,2,2,PASS
6,25123,0,19,1,0,2,2,PASS
6,50246,1,20,1,0,2,2,PASS
6,100492,2,21,1,0,2,2,PASS
6,200984,3,22,1,0,2,2,PASS
6,25125,0,19,1,0,2,2,PASS
6,50250,1,20,1,0,2,2,PASS
6,100500,2,21,1,0,2,2,PASS
6,201000,3,22,1,0,2,2,PASS
6,25129,0,19,1,0,2,2,PASS
6,50258,1,20,1,0,2,2,PASS
6,100516,2,21,1,0,2,2,PASS
6,201032,3,22,1,0,2,2,PASS
6,25137,0,19,1,0,2,2,PASS
6,50274,1,20,1,0,2,2,PASS
6,100548,2,21,1,0,2,2,PASS
6,201096,3,22,1,0,2,2,PASS
6,25157,0,19,1,0,2,2,PASS
6,50314,1,20,1,0,2,2,PASS
6,100628,2,21,1,0,2,2,PASS
6,201256,3,22,1,0,2,2,PASS
6,25161,0,19,1,0,2,2,PASS
6,50322,1,20,1,0,2,2,PASS
6,100644,2,21,1,0,2,2,PASS
6,201288,3,22,1,0,2,2,PASS
6,25169,0,19,1,0,2,2,PASS
6,50338,1,20,1,0,2,2,PASS
6,100676,2,21,1,0,2,2,PASS
6,201352,3,22,1,0,2,2,PASS
6,25225,0,19,1,0,2,2,PASS
6,50450,1,20,1,0,2,2,PASS
6,100900,2,21,1,0,2,2,PASS
6,201800,3,22,1,0,2,2,PASS
6,25233,0,19,1,0,2,2,PASS
6,50466,1,20,1,0,2,2,PASS
6,100932,2,21,1,0,2,2,PASS
6,201864,3,22,1,0,2,2,PASS
6,25361,0,19,1,0,2,2,PASS
6,50722,1,20,1,0,2,2,PASS
6,101444,2,21,1,0,2,2,PASS
6,202888,3,22,1,0,2,2,PASS
6,25669,0,19,1,0,2,2,PASS
6,51338,1,20,1,0,2,2,PASS
6,102676,2,21,1,0,2,2,PASS
6,205352,3,22,1,0,2,2,PASS
6,25673,0,19,1,0,2,2,PASS
6,51346,1,20,1,0,2,2,PASS
6,102692,2,21,1,0,2,2,PASS
6,205384,3,22,1,0,2,2,PASS
6,25681,0,19,1,0,2,2,PASS
6,51362,1,20,1,0,2,2,PASS
6,102724,2,21,1,0,2,2,PASS
6,205448,3,22,1,0,2,2,PASS
6,25737,0,19,1,0,2,2,PASS
6,51474,1,20,1,0,2,2,PASS
6,102948,2,21,1,0,2,2,PASS
6,205896,3,22,1,0,2,2,PASS
6,25745,0,19,1,0,2,2,PASS
6,51490,1,20,1,0,2,2,PASS
6,102980,2,21,1,0,2,2,PASS
6,205960,3,22,1,0,2,2,PASS
6,25873,0,19,1,0,2,2,PASS
6,51746,1,20,1,0,2,2,PASS
6,103492,2,21,1,0,2,2,PASS
6,206984,3,22,1,0,2,2,PASS
6,26761,0,19,1,0,2,2,PASS
6,53522,1,20,1,0,2,2,PASS
6,107044,2,21,1,0,2,2,PASS
6,214088,3,22,1,0,2,2,PASS
6,26769,0,19,1,0,2,2,PASS
6,53538,1,20,1,0,2,2,PASS
6,107076,2,21,1,0,2,2,PASS
6,214152,3,22,1,0,2,2,PASS
6,26897,0,19,1,0,2,2,PASS
6,53794,1,20,1,0,2,2,PASS
6,107588,2,21,1,0,2,2,PASS
6,215176,3,22,1,0,2,2,PASS
6,28945,0,19,1,0,2,2,PASS
6,57890,1,20,1,0,2,2,PASS
6,115780,2,21,1,0,2,2,PASS
6,231560,3,22,1,0,2,2,PASS
5,34953,0,20,2,1,2,1,PASS
5,69906,1,21,2,1,2,1,PASS
5,139812,2,22,2,1,2,1,PASS
5,279624,3,23,2,1,2,1,PASS
6,34955,0,20,1,0,2,2,PASS
6,69910,1,21,1,0,2,2,PASS
6,139820,2,22,1,0,2,2,PASS
6,279640,3,23,1,0,2,2,PASS
6,34957,0,20,1,0,2,2,PASS
6,69914,1,21,1,0,2,2,PASS
6,139828,2,22,1,0,2,2,PASS
6,279656,3,23,1,0,2,2,PASS
5,34961,0,20,2,1,2,1,PASS
5,69922,1,21,2,1,2,1,PASS
5,139844,2,22,2,1,2,1,PASS
5,279688,3,23,2,1,2,1,PASS
6,34963,0,20,1,0,2,2,PASS
6,69926,1,21,1,0,2,2,PASS
6,139852,2,22,1,0,2,2,PASS
6,279704,3,23,1,0,2,2,PASS
6,34965,0,20,1,0,2,2,PASS
6,69930,1,21,1,0,2,2,PASS
6,139860,2,22,1,0,2,2,PASS
6,279720,3,23,1,0,2,2,PASS
6,34969,0,20,1,0,2,2,PASS
6,69938,1,21,1,0,2,2,PASS
6,139876,2,22,1,0,2,2,PASS
6,279752,3,23,1,0,2,2,PASS
6,34979,0,20,1,0,2,2,PASS
6,69958,1,21,1,0,2,2,PASS
6,139916,2,22,1,0,2,2,PASS
6,279832,3,23,1,0,2,2,PASS
6,34981,0,20,1,0,2,2,PASS
6,69962,1,21,1,0,2,2,PASS
6,139924,2,22,1,0,2,2,PASS
6,279848,3,23,1,0,2,2,PASS
6,34985,0,20,1,0,2,2,PASS
6,69970,1,21,1,0,2,2,PASS
6,139940,2,22,1,0,2,2,PASS
6,279880,3,23,1,0,2,2,PASS
6,34993,0,20,1,0,2,2,PASS
6,69986,1,21,1,0,2,2,PASS
6,139972,2,22,1,0,2,2,PASS
6,279944,3,23,1,0,2,2,PASS
6,35013,0,20,1,0,2,2,PASS
6,70026,1,21,1,0,2,2,PASS
6,140052,2,22,1,0,2,2,PASS
6,280104,3,23,1,0,2,2,PASS
6,35017,0,20,1,0,2,2,PASS
6,70034,1,21,1,0,2,2,PASS
6,140068,2,22,1,0,2,2,PASS
6,280136,3,23,1,0,2,2,PASS
6,35025,0,20,1,0,2,2,PASS
6,70050,1,21,1,0,2,2,PASS
6,140100,2,22,1,0,2,2,PASS
6,280200,3,23,1,0,2,2,PASS
5,35089,0,20,2,1,2,1,PASS
5,70178,1,21,2,1,2,1,PASS
5,140356,2,22,2,1,2,1,PASS
5,280712,3,23,2,1,2,1,PASS
6,35091,0,20,1,0,2,2,PASS
6,70182,1,21,1,0,2,2,PASS
6,140364,2,22,1,0,2,2,PASS
6,280728,3,23,1,0,2,2,PASS
6,35093,0,20,1,0,2,2,PASS
6,70186,1,21,1,0,2,2,PASS
6,140372,2,22,1,0,2,2,PASS
6,280744,3,23,1,0,2,2,PASS
6,35097,0,20,1,0,2,2,PASS
6,70194,1,21,1,0,2,2,PASS
6,140388,2,22,1,0,2,2,PASS
6,280776,3,23,1,0,2,2,PASS
6,35107,0,20,1,0,2,2,PASS
6,70214,1,21,1,0,2,2,PASS
6,140428,2,22,1,0,2,2,PASS
6,280856,3,23,1,0,2,2,PASS
6,35109,0,20,1,0,2,2,PASS
6,70218,1,21,1,0,2,2,PASS
6,140436,2,22,1,0,2,2,PASS
6,280872,3,23,1,0,2,2,PASS
6,35113,0,20,1,0,2,2,PASS
6,70226,1,21,1,0,2,2,PASS
6,140452,2,22,1,0,2,2,PASS
6,280904,3,23,1,0,2,2,PASS
6,35121,0,20,1,0,2,2,PASS
6,70242,1,21,1,0,2,2,PASS
6,140484,2,22,1,0,2,2,PASS
6,280968,3,23,1,0,2,2,PASS
6,35141,0,20,1,0,2,2,PASS
6,70282,1,21,1,0,2,2,PASS
6,140564,2,22,1,0,2,2,PASS
6,281128,3,23,1,0,2,2,PASS
6,35145,0,20,1,0,2,2,PASS
6,70290,1,21,1,0,2,2,PASS
6,140580,2,22,1,0,2,2,PASS
6,281160,3,23,1,0,2,2,PASS
6,35153,0,20,1,0,2,2,PASS
6,70306,1,21,1,0,2,2,PASS
6,140612,2,22,1,0,2,2,PASS
6,281224,3,23,1,0,2,2,PASS
6,35209,0,20,1,0,2,2,PASS
6,70418,1,21,1,0,2,2,PASS
6,140836,2,22,1,0,2,2,PASS
6,281672,3,23,1,0,2,2,PASS
6,35217,0,20,1,0,2,2,PASS
6,70434,1,21,1,0,2,2,PASS
6,140868,2,22,1,0,2,2,PASS
6,281736,3,23,1,0,2,2,PASS
6,35363,0,20,1,0,2,2,PASS
6,70726,1,21,1,0,2,2,PASS
6,141452,2,22,1,0,2,2,PASS
6,282904,3,23,1,0,2,2,PASS
6,35365,0,20,1,0,2,2,PASS
6,70730,1,21,1,0,2,2,PASS
6,141460,2,22,1,0,2,2,PASS
6,282920,3,23,1,0,2,2,PASS
6,35369,0,20,1,0,2,2,PASS
6,70738,1,21,1,0,2,2,PASS
6,141476,2,22,1,0,2,2,PASS
6,282952,3,23,1,0,2,2,PASS
6,35377,0,20,1,0,2,2,PASS
